order_id,order_date,region,product_category,units_sold,unit_price,discount,sales_amount
477,2024-11-23,North,Grocery,3,325.03,5,926.3354999999999
478,2024-03-24,South,Home,3,70.26,5,200.241
479,2024-08-11,North,Electronics,4,558.41,0,2233.64
480,2024-09-13,North,Electronics,2,237.64,0,475.28
481,2024-05-13,North,Apparel,4,992.43,0,3969.72
482,2024-12-13,North,Grocery,4,898.14,15,3053.676
483,2024-04-17,South,Grocery,3,713.12,0,2139.36
484,2024-01-08,West,Apparel,2,626.34,10,1127.412
485,2024-05-29,East,Electronics,5,287.42,15,1221.535
486,2024-06-20,East,Electronics,6,262.62,0,1575.72
487,2024-02-16,West,Electronics,3,360.75,15,919.9125
488,2024-01-01,South,Home,4,218.02,0,872.08
489,2024-12-26,West,Apparel,6,781.98,15,3988.098
490,2024-06-28,South,Apparel,2,126.17,0,252.34
491,2024-02-08,South,Apparel,4,668.41,0,2673.64
492,2024-03-30,South,Home,3,898.32,0,2694.96
493,2024-03-15,East,Electronics,4,807.72,0,3230.88
494,2024-08-14,West,Grocery,2,511.02,0,1022.04
495,2024-05-03,West,Grocery,6,778.96,0,4673.76
496,2024-12-09,West,Grocery,5,936.26,0,4681.3
497,2024-04-06,West,Apparel,4,245.82,15,835.788
498,2024-12-05,West,Electronics,3,468.35,0,1405.0500000000002
499,2024-10-09,North,Apparel,2,533.09,5,1012.871
500,2024-07-25,West,Electronics,3,701.43,0,2104.29
501,2024-02-02,East,Home,4,924.42,0,3697.68
502,2024-04-25,North,Apparel,4,411.03,0,1644.12
503,2024-12-19,South,Apparel,4,205.71,0,822.84
504,2024-11-11,South,Electronics,5,666.9,0,3334.5
505,2024-11-09,North,Apparel,4,606.01,0,2424.04
506,2024-06-27,South,Grocery,2,509.27,15,865.7589999999999
507,2024-06-22,North,Home,6,560.24,0,3361.44
508,2024-08-21,North,Electronics,4,564.88,10,2033.568
509,2024-05-12,West,Grocery,4,797.36,0,3189.44
510,2024-04-03,North,Apparel,3,339.25,0,1017.75
511,2024-12-13,South,Electronics,2,657.14,10,1182.852
512,2024-07-13,North,Grocery,6,546.41,5,3114.537
513,2024-07-04,West,Electronics,3,199.65,10,539.0550000000001
514,2024-06-13,West,Grocery,2,485.8,0,971.6
515,2024-12-27,West,Grocery,4,773.03,0,3092.12
516,2024-07-09,East,Grocery,4,373.12,15,1268.608
517,2024-01-05,West,Apparel,2,294.93,0,589.86
518,2024-07-24,North,Electronics,1,199.38,20,159.50400000000002
519,2024-12-09,North,Electronics,4,699.29,0,2797.16
520,2024-08-14,North,Electronics,4,990.74,0,3962.96
521,2024-03-14,West,Grocery,2,539.46,15,917.082
522,2024-08-06,South,Home,4,383.35,5,1456.73
523,2024-01-27,North,Home,4,616.69,20,1973.4080000000004
524,2024-01-23,North,Home,4,219.33,0,877.32
525,2024-07-26,South,Apparel,2,665.64,20,1065.0240000000001
526,2024-12-20,West,Grocery,5,429.23,20,1716.92
527,2024-03-31,South,Electronics,3,267.7,20,642.48
528,2024-02-21,West,Apparel,4,671.36,5,2551.168
529,2024-10-29,West,Apparel,1,373.55,5,354.8725
530,2024-07-27,West,Home,2,121.91,5,231.629
531,2024-03-02,North,Home,4,917.97,0,3671.88
532,2024-10-30,East,Electronics,8,379.16,0,3033.28
533,2024-04-14,West,Apparel,3,588.82,0,1766.46
534,2024-05-08,North,Apparel,5,993.22,0,4966.1
535,2024-11-23,North,Grocery,4,127.4,0,509.6
536,2024-04-04,South,Grocery,7,632.49,0,4427.43
537,2024-01-07,West,Electronics,4,60.22,15,204.748
538,2024-06-22,East,Home,5,749.06,15,3183.5049999999997
539,2024-09-02,North,Home,7,285.22,0,1996.5400000000002
540,2024-01-16,West,Home,5,883.47,0,4417.35
541,2024-06-18,South,Home,3,282.4,0,847.1999999999999
542,2024-06-15,East,Electronics,4,303.85,0,1215.4
543,2024-11-05,East,Electronics,2,124.84,5,237.196
544,2024-03-23,East,Electronics,6,133.16,15,679.116
545,2024-08-08,East,Grocery,5,314.26,5,1492.735
546,2024-11-17,East,Electronics,5,754.25,0,3771.25
547,2024-06-18,East,Electronics,5,750.07,15,3187.7975
548,2024-11-18,North,Grocery,5,472.86,15,2009.6550000000002
549,2024-04-24,West,Grocery,2,917.04,10,1650.672
550,2024-12-14,South,Home,3,615.4,0,1846.1999999999998
551,2024-11-30,North,Home,6,485.62,0,2913.7200000000003
552,2024-08-17,South,Grocery,3,955.36,10,2579.472
553,2024-08-07,East,Apparel,3,148.98,0,446.93999999999994
554,2024-09-03,West,Home,5,142.43,0,712.1500000000001
555,2024-04-10,North,Grocery,4,178.65,0,714.6
556,2024-08-09,West,Apparel,4,522.35,0,2089.4
557,2024-06-27,East,Home,4,430.47,10,1549.6920000000002
558,2024-06-23,South,Home,3,664.97,0,1994.91
559,2024-04-03,South,Electronics,2,713.01,0,1426.02
560,2024-04-24,North,Grocery,4,794.87,0,3179.48
561,2024-06-10,North,Home,7,116.37,0,814.59
562,2024-09-25,North,Apparel,4,342.24,0,1368.96
563,2024-08-12,North,Electronics,3,643.17,0,1929.5099999999998
564,2024-08-21,West,Electronics,4,319.53,0,1278.12
565,2024-12-02,North,Home,3,565.19,5,1610.7915
566,2024-03-07,South,Grocery,3,390.93,0,1172.79
567,2024-05-05,West,Electronics,2,377.18,0,754.36
568,2024-05-18,South,Apparel,1,918.21,0,918.21
569,2024-04-22,East,Apparel,3,217.27,0,651.8100000000001
570,2024-08-06,West,Apparel,2,230.03,0,460.06
571,2024-06-04,North,Apparel,2,65.45,10,117.81
572,2024-07-03,South,Grocery,3,156.88,5,447.10799999999995
573,2024-04-30,North,Electronics,2,200.06,20,320.096
574,2024-11-17,South,Apparel,5,789.84,5,3751.7400000000002
575,2024-07-16,East,Apparel,5,267.49,20,1069.96
576,2024-12-10,South,Grocery,2,891.44,20,1426.304
577,2024-10-17,South,Apparel,2,698.91,0,1397.82
578,2024-01-04,West,Home,4,144.7,0,578.8
579,2024-07-07,South,Grocery,5,740.43,0,3702.1499999999996
580,2024-08-26,West,Home,5,484.47,0,2422.3500000000004
581,2024-06-14,South,Grocery,4,805.56,5,3061.1279999999997
582,2024-06-20,West,Electronics,6,594.88,0,3569.2799999999997
583,2024-07-30,West,Grocery,1,443.39,10,399.051
584,2024-12-10,West,Apparel,7,61.38,0,429.66
585,2024-03-11,East,Electronics,4,84.26,0,337.04
586,2024-05-28,West,Home,7,804.59,0,5632.13
587,2024-10-11,West,Home,2,96.93,10,174.47400000000002
588,2024-04-25,West,Electronics,4,360.46,15,1225.5639999999999
589,2024-11-18,South,Grocery,3,192.46,0,577.38
590,2024-04-02,North,Home,8,471.87,5,3586.212
591,2024-04-12,West,Apparel,2,789.73,0,1579.46
592,2024-12-23,North,Home,3,59.35,0,178.05
593,2024-07-16,West,Apparel,3,630.57,0,1891.71
594,2024-04-19,North,Home,3,143.39,0,430.16999999999996
595,2024-11-25,West,Home,3,759.24,0,2277.7200000000003
596,2024-04-10,North,Electronics,6,833.26,0,4999.5599999999995
597,2024-07-01,West,Home,1,280.76,10,252.684
598,2024-11-29,North,Grocery,3,281.3,10,759.5100000000001
599,2024-06-08,West,Electronics,4,596.47,15,2027.998
600,2024-03-22,South,Apparel,2,407.94,0,815.88
601,2024-02-05,West,Electronics,8,851.72,20,5451.008000000001
602,2024-08-25,East,Home,8,201.46,5,1531.096
603,2024-08-31,South,Apparel,4,104.54,0,418.16
604,2024-09-07,East,Electronics,2,683.23,0,1366.46
605,2024-09-11,South,Electronics,5,237.44,20,949.7600000000001
606,2024-10-08,North,Electronics,7,179.35,0,1255.45
607,2024-01-22,East,Electronics,3,708.72,10,1913.5439999999999
608,2024-08-17,North,Home,5,870.16,15,3698.18
609,2024-06-02,West,Apparel,3,784.63,0,2353.89
610,2024-04-29,North,Electronics,4,191.4,0,765.6
611,2024-06-14,West,Grocery,6,596.53,0,3579.18
612,2024-07-17,North,Electronics,6,332.27,0,1993.62
613,2024-12-12,North,Electronics,2,136.12,0,272.24
614,2024-03-15,North,Home,5,308.31,5,1464.4724999999999
615,2024-03-19,North,Home,2,468.07,0,936.14
616,2024-11-14,East,Grocery,6,244.76,5,1395.1319999999998
617,2024-03-13,South,Grocery,1,799.27,0,799.27
618,2024-07-18,West,Electronics,1,788.09,0,788.09
619,2024-10-28,South,Electronics,1,282.74,0,282.74
620,2024-05-13,West,Apparel,1,768.85,0,768.85
621,2024-02-17,North,Grocery,3,373.28,10,1007.856
622,2024-07-06,North,Apparel,2,659.01,0,1318.02
623,2024-06-19,West,Home,2,578.57,0,1157.14
624,2024-05-18,North,Electronics,3,573.73,0,1721.19
625,2024-08-30,North,Home,5,234.34,0,1171.7
626,2024-11-09,South,Grocery,3,204.17,0,612.51
627,2024-12-11,East,Electronics,2,509.55,0,1019.1
628,2024-05-05,South,Grocery,2,895.77,20,1433.232
629,2024-07-25,North,Grocery,2,95.64,10,172.15200000000002
630,2024-12-04,South,Apparel,5,585.9,10,2636.55
631,2024-07-16,South,Grocery,4,85.88,0,343.52
632,2024-07-05,West,Apparel,3,191.12,0,573.36
633,2024-01-18,East,Home,7,214.81,0,1503.67
634,2024-07-16,North,Home,5,526.49,0,2632.45
635,2024-12-16,West,Grocery,5,960.91,0,4804.55
636,2024-06-01,West,Home,4,598.44,0,2393.76
637,2024-05-11,North,Apparel,4,950.62,0,3802.48
638,2024-11-21,North,Electronics,1,242.74,0,242.74
639,2024-06-13,North,Electronics,4,271.17,20,867.7440000000001
640,2024-02-28,North,Home,3,460.61,10,1243.647
641,2024-06-26,East,Electronics,7,399.02,0,2793.14
642,2024-06-01,South,Electronics,3,944.93,5,2693.0505
643,2024-06-10,North,Grocery,1,804.57,0,804.57
644,2024-12-19,East,Home,1,982.65,0,982.65
645,2024-08-29,West,Apparel,5,464.12,0,2320.6
646,2024-05-15,South,Grocery,2,76.6,10,137.88
647,2024-08-23,East,Home,1,101.57,0,101.57
648,2024-02-16,East,Home,5,288.86,0,1444.3000000000002
649,2024-05-07,East,Home,3,385.24,15,982.362
650,2024-12-03,South,Electronics,5,116.45,0,582.25
651,2024-06-06,South,Grocery,6,584.16,0,3504.96
652,2024-01-13,West,Home,12,760.62,10,8214.696
653,2024-04-28,East,Grocery,4,577.17,5,2193.2459999999996
654,2024-10-29,North,Home,4,305.45,0,1221.8
655,2024-10-15,North,Apparel,7,777.26,0,5440.82
656,2024-10-17,South,Apparel,10,807.63,5,7672.485
657,2024-04-25,South,Home,3,393.49,0,1180.47
658,2024-03-28,West,Grocery,2,705.11,0,1410.22
659,2024-05-04,East,Apparel,3,775.19,0,2325.57
660,2024-06-23,North,Home,4,268.39,0,1073.56
661,2024-12-29,West,Apparel,2,177.3,10,319.14000000000004
662,2024-02-22,East,Home,5,849.75,0,4248.75
663,2024-04-20,North,Grocery,4,527.64,0,2110.56
664,2024-03-05,South,Apparel,4,793.02,0,3172.08
665,2024-11-28,North,Electronics,3,416.02,10,1123.254
666,2024-03-14,East,Apparel,4,922.85,0,3691.4
667,2024-05-26,South,Apparel,3,653.07,15,1665.3285
668,2024-09-17,South,Home,3,969.81,15,2473.0155
669,2024-09-20,West,Grocery,3,253.92,0,761.76
670,2024-05-11,West,Apparel,5,557.2,5,2646.7
671,2024-02-18,West,Grocery,4,208.45,15,708.7299999999999
672,2024-03-17,West,Apparel,7,176.67,5,1174.8555
673,2024-10-20,North,Electronics,2,706.94,0,1413.88
674,2024-04-26,South,Home,6,259.68,5,1480.176
675,2024-02-18,West,Electronics,5,805.86,0,4029.3
676,2024-04-19,South,Grocery,4,553.59,0,2214.36
677,2024-06-28,North,Home,2,845.87,0,1691.74
678,2024-02-19,North,Home,5,341.08,15,1449.59
679,2024-03-12,South,Home,3,582.92,0,1748.7599999999998
680,2024-12-12,North,Apparel,5,603.79,10,2717.055
681,2024-10-12,West,Home,6,274.91,5,1566.9869999999999
682,2024-01-04,South,Electronics,5,741.04,0,3705.2
683,2024-03-15,North,Apparel,2,709.24,5,1347.556
684,2024-03-25,North,Home,4,832.28,0,3329.12
685,2024-11-17,West,Home,6,574.25,0,3445.5
686,2024-01-21,North,Grocery,4,499.59,5,1898.4419999999998
687,2024-07-27,West,Apparel,4,349.39,0,1397.56
688,2024-02-12,West,Grocery,3,458.42,10,1237.734
689,2024-01-29,North,Grocery,4,611.81,0,2447.24
690,2024-12-09,West,Electronics,4,317.53,15,1079.6019999999999
691,2024-06-29,North,Electronics,8,532.32,0,4258.56
692,2024-10-31,North,Apparel,3,743.57,0,2230.71
693,2024-04-12,North,Apparel,5,466.12,0,2330.6
694,2024-09-22,North,Apparel,5,263.03,15,1117.8774999999998
695,2024-09-15,South,Apparel,7,468.14,20,2621.5840000000003
696,2024-12-30,South,Grocery,4,860.6,0,3442.4
697,2024-08-21,North,Apparel,3,588.64,0,1765.92
698,2024-12-11,West,Grocery,3,721.13,0,2163.39
699,2024-04-10,South,Home,3,238.02,0,714.0600000000001
700,2024-03-31,South,Electronics,5,186.59,0,932.95
701,2024-03-09,South,Apparel,7,250.12,0,1750.8400000000001
702,2024-04-15,West,Home,2,723.25,0,1446.5
703,2024-01-11,North,Grocery,4,882.71,0,3530.84
704,2024-01-13,West,Apparel,6,986.86,0,5921.16
705,2024-04-14,East,Grocery,3,883.6,0,2650.8
706,2024-08-13,East,Electronics,6,870.37,10,4699.9980000000005
707,2024-06-16,East,Grocery,2,778.07,0,1556.14
708,2024-10-16,North,Electronics,1,989.12,0,989.12
709,2024-04-09,North,Electronics,8,107.55,0,860.4
710,2024-08-05,South,Electronics,3,716.61,20,1719.864
711,2024-11-02,South,Home,3,757.84,5,2159.844
712,2024-12-10,North,Electronics,3,506.38,0,1519.1399999999999
713,2024-07-29,East,Apparel,4,965.48,0,3861.92
714,2024-10-03,West,Grocery,3,698.66,0,2095.98
715,2024-08-10,East,Electronics,4,513.3,5,1950.5399999999997
716,2024-06-05,West,Home,6,557.49,0,3344.94
717,2024-03-13,East,Electronics,4,885.27,5,3364.026
718,2024-10-01,West,Apparel,1,528.3,0,528.3
719,2024-02-09,North,Home,5,622.35,0,3111.75
720,2024-08-22,East,Grocery,6,873.52,10,4717.008
721,2024-05-03,South,Home,6,609.11,0,3654.66
722,2024-10-11,East,Apparel,6,926.22,0,5557.32
723,2024-06-01,South,Electronics,3,311.22,0,933.6600000000001
724,2024-05-26,South,Electronics,4,421.39,5,1601.282
725,2024-07-14,North,Electronics,4,168.38,20,538.816
726,2024-06-21,South,Electronics,5,330.03,5,1567.6424999999997
727,2024-07-30,East,Grocery,4,610.23,0,2440.92
728,2024-10-28,South,Electronics,2,759.61,5,1443.259
729,2024-11-06,South,Electronics,3,215.44,10,581.688
730,2024-01-01,East,Grocery,6,116.36,0,698.16
731,2024-05-18,North,Electronics,3,522.54,15,1332.4769999999999
732,2024-07-14,North,Home,6,483.79,5,2757.603
733,2024-08-07,West,Electronics,3,492.77,10,1330.479
734,2024-12-21,North,Electronics,2,408.87,0,817.74
735,2024-06-11,North,Electronics,3,97.49,0,292.46999999999997
736,2024-02-20,East,Apparel,5,693.39,10,3120.255
737,2024-08-30,East,Grocery,3,188.02,0,564.0600000000001
738,2024-12-24,South,Grocery,3,361.5,0,1084.5
739,2024-01-21,North,Electronics,2,850.48,5,1615.912
740,2024-06-20,North,Home,2,935.15,0,1870.3
741,2024-04-28,North,Grocery,2,161.21,0,322.42
742,2024-05-08,West,Grocery,5,280.9,5,1334.2749999999999
743,2024-04-15,East,Electronics,2,893.69,5,1698.011
744,2024-07-13,South,Home,2,325.87,0,651.74
745,2024-08-13,West,Apparel,4,118.09,0,472.36
746,2024-05-20,East,Apparel,5,889.22,0,4446.1
747,2024-09-28,East,Home,4,423.42,0,1693.68
748,2024-04-28,South,Home,3,110.99,0,332.96999999999997
749,2024-02-03,West,Apparel,3,209.9,10,566.73
750,2024-05-31,West,Home,6,783.11,15,3993.861
751,2024-02-08,South,Grocery,4,540.5,5,2053.9
752,2024-09-14,North,Electronics,9,706.44,0,6357.960000000001
753,2024-09-23,South,Grocery,2,648.16,15,1101.8719999999998
754,2024-01-07,West,Apparel,8,640.74,10,4613.328
755,2024-09-19,North,Apparel,2,254.08,0,508.16
756,2024-04-12,West,Grocery,5,578.3,0,2891.5
757,2024-11-27,East,Home,3,333.91,0,1001.73
758,2024-12-07,South,Electronics,3,129.81,0,389.43
759,2024-06-27,South,Electronics,4,565.41,5,2148.558
760,2024-11-03,North,Apparel,2,253.24,0,506.48
761,2024-09-15,South,Home,4,987.87,0,3951.48
762,2024-11-28,East,Electronics,3,934.26,10,2522.502
763,2024-06-06,East,Electronics,4,194.19,0,776.76
764,2024-01-10,South,Home,5,364.01,0,1820.05
765,2024-04-25,North,Home,2,93.84,0,187.68
766,2024-04-26,South,Grocery,4,498.47,0,1993.88
767,2024-06-30,South,Apparel,9,128.72,20,926.7840000000001
768,2024-08-23,South,Electronics,3,964.97,5,2750.1645
769,2024-07-12,West,Grocery,5,625.11,0,3125.55
770,2024-10-26,West,Apparel,6,357.15,0,2142.8999999999996
771,2024-03-20,North,Apparel,5,405.83,0,2029.1499999999999
772,2024-03-03,West,Home,2,762.65,15,1296.5049999999999
773,2024-11-28,West,Grocery,4,678.37,0,2713.48
774,2024-02-17,North,Electronics,5,352.94,10,1588.23
775,2024-03-17,East,Home,6,893.22,0,5359.32
776,2024-05-29,North,Grocery,4,847.1,0,3388.4
777,2024-04-30,South,Home,5,123.89,20,495.56000000000006
778,2024-10-01,East,Apparel,4,94.4,0,377.6
779,2024-12-11,North,Electronics,3,829.79,0,2489.37
780,2024-01-14,South,Grocery,2,397.51,0,795.02
781,2024-08-10,East,Grocery,4,62.81,20,200.99200000000002
782,2024-04-02,East,Home,3,140.79,0,422.37
783,2024-08-24,East,Grocery,4,844.64,0,3378.56
784,2024-04-15,North,Apparel,3,823.71,0,2471.13
785,2024-08-01,West,Electronics,6,748.84,0,4493.04
786,2024-01-07,North,Home,4,398.95,5,1516.01
787,2024-04-10,East,Electronics,3,291.44,20,699.456
788,2024-02-18,North,Apparel,5,880.09,5,4180.4275
789,2024-02-10,South,Grocery,4,207.96,0,831.84
790,2024-06-07,West,Grocery,4,454.94,5,1728.772
791,2024-05-23,East,Apparel,2,882.66,0,1765.32
792,2024-02-07,West,Home,9,494.13,5,4224.8115
793,2024-02-29,East,Apparel,4,389.16,0,1556.64
794,2024-04-23,South,Apparel,1,535.44,15,455.124
795,2024-04-05,South,Apparel,10,827.76,0,8277.6
796,2024-12-18,North,Electronics,2,504.9,5,959.31
797,2024-07-27,West,Home,6,595.92,0,3575.5199999999995
798,2024-10-15,South,Home,3,422.74,5,1204.809
799,2024-03-03,South,Apparel,2,559.54,0,1119.08
800,2024-04-03,North,Apparel,4,816.31,15,2775.4539999999997
801,2024-11-16,South,Electronics,5,570.44,0,2852.2000000000003
802,2024-12-12,North,Home,4,521.44,0,2085.76
803,2024-05-30,North,Electronics,4,497.47,15,1691.3980000000001
804,2024-10-19,West,Home,3,787.64,0,2362.92
805,2024-03-24,South,Home,4,266.76,15,906.9839999999999
806,2024-05-07,West,Electronics,2,453.4,15,770.78
807,2024-09-18,South,Electronics,2,342.23,5,650.237
808,2024-12-14,South,Grocery,4,162.03,5,615.7139999999999
809,2024-06-03,West,Apparel,6,639.26,5,3643.7819999999997
810,2024-08-29,North,Grocery,3,679.02,0,2037.06
811,2024-03-24,West,Grocery,5,142.32,5,676.0199999999999
812,2024-05-15,North,Grocery,3,929.02,0,2787.06
813,2024-06-29,East,Home,7,611.76,0,4282.32
814,2024-03-21,South,Apparel,5,316.77,5,1504.6574999999998
815,2024-01-01,West,Home,5,69.51,0,347.55
816,2024-08-03,West,Apparel,2,563.91,15,958.6469999999999
817,2024-07-26,East,Apparel,4,366.03,10,1317.7079999999999
818,2024-11-26,East,Home,4,980.3,5,3725.14
819,2024-09-09,East,Apparel,2,968.16,0,1936.32
820,2024-05-11,East,Electronics,4,506.41,0,2025.64
821,2024-03-02,East,Grocery,5,700.87,0,3504.35
822,2024-11-19,South,Electronics,8,600.9,0,4807.2
823,2024-05-24,West,Apparel,2,147.01,0,294.02
824,2024-03-25,North,Home,3,310.6,0,931.8000000000001
825,2024-04-26,South,Home,4,216.29,0,865.16
826,2024-08-17,South,Home,6,356.42,0,2138.52
827,2024-09-12,East,Apparel,3,305.64,5,871.074
828,2024-11-08,East,Electronics,2,277.11,0,554.22
829,2024-11-14,North,Apparel,6,766.88,0,4601.28
830,2024-02-18,East,Grocery,5,857.0,0,4285.0
831,2024-05-25,West,Grocery,2,484.26,10,871.668
832,2024-01-10,North,Grocery,1,787.62,5,748.2389999999999
833,2024-07-09,North,Grocery,4,149.33,0,597.32
834,2024-03-20,North,Electronics,6,816.53,0,4899.18
835,2024-08-18,East,Apparel,4,638.55,0,2554.2
836,2024-07-25,South,Apparel,2,724.49,20,1159.184
837,2024-08-16,South,Home,3,218.99,20,525.576
838,2024-11-23,East,Electronics,5,911.56,0,4557.799999999999
839,2024-11-14,West,Apparel,4,433.95,15,1475.4299999999998
840,2024-10-06,North,Electronics,6,180.26,0,1081.56
841,2024-12-13,South,Apparel,4,776.66,0,3106.64
842,2024-01-08,South,Electronics,4,798.38,0,3193.52
843,2024-10-05,North,Apparel,4,525.16,20,1680.512
844,2024-12-20,West,Electronics,2,310.09,0,620.18
845,2024-06-07,West,Home,7,132.96,5,884.184
846,2024-09-03,West,Grocery,3,370.04,15,943.6020000000001
847,2024-03-21,North,Electronics,7,615.52,20,3446.912
848,2024-06-04,North,Apparel,3,760.33,0,2280.9900000000002
849,2024-02-17,North,Grocery,4,894.17,5,3397.8459999999995
850,2024-04-24,West,Electronics,2,591.47,20,946.3520000000001
851,2024-01-12,West,Apparel,4,150.91,0,603.64
852,2024-11-30,South,Home,4,698.9,5,2655.8199999999997
853,2024-10-13,West,Home,6,76.43,0,458.58000000000004
854,2024-03-31,West,Apparel,4,775.37,5,2946.406
855,2024-10-17,South,Electronics,4,498.83,10,1795.788
856,2024-02-24,West,Grocery,5,702.91,0,3514.5499999999997
857,2024-12-03,East,Grocery,2,845.08,0,1690.16
858,2024-06-12,South,Apparel,6,332.45,0,1994.6999999999998
859,2024-03-12,South,Electronics,5,576.04,10,2592.18
860,2024-11-11,West,Grocery,6,309.04,10,1668.8160000000003
861,2024-04-22,North,Electronics,5,727.18,10,3272.31
862,2024-03-09,East,Grocery,8,445.57,0,3564.56
863,2024-01-14,West,Grocery,2,340.59,0,681.18
864,2024-04-11,South,Home,6,913.8,0,5482.799999999999
865,2024-10-02,South,Apparel,3,172.34,0,517.02
866,2024-12-29,East,Electronics,6,181.67,0,1090.02
867,2024-09-21,East,Grocery,5,508.33,0,2541.65
868,2024-12-18,East,Electronics,2,770.68,0,1541.36
869,2024-07-28,West,Electronics,6,124.53,10,672.4620000000001
870,2024-07-16,South,Apparel,3,876.06,0,2628.18
871,2024-04-10,West,Grocery,6,90.53,0,543.1800000000001
872,2024-09-10,North,Apparel,4,141.05,0,564.2
873,2024-06-06,North,Electronics,4,501.3,5,1904.94
874,2024-08-18,South,Electronics,3,480.46,0,1441.3799999999999
875,2024-05-30,West,Electronics,6,322.41,5,1837.7369999999999
876,2024-01-31,West,Home,3,940.8,5,2681.2799999999997
877,2024-09-12,North,Home,3,602.3,5,1716.5549999999998
878,2024-01-20,West,Electronics,4,82.93,0,331.72
879,2024-09-17,East,Electronics,6,754.48,20,3621.5040000000004
880,2024-05-28,West,Grocery,5,227.2,0,1136.0
881,2024-12-28,North,Home,5,761.77,5,3618.4075
882,2024-03-15,East,Electronics,5,578.33,15,2457.9025
883,2024-05-03,South,Apparel,3,57.08,0,171.24
884,2024-08-02,West,Apparel,4,840.78,0,3363.12
885,2024-11-12,East,Home,2,534.99,0,1069.98
886,2024-08-17,North,Electronics,3,799.73,20,1919.352
887,2024-09-07,West,Apparel,3,473.17,0,1419.51
888,2024-04-03,East,Electronics,7,856.69,0,5996.83
889,2024-06-18,South,Grocery,3,859.62,0,2578.86
890,2024-02-10,North,Grocery,1,556.41,0,556.41
891,2024-07-07,West,Home,1,707.85,0,707.85
892,2024-07-28,West,Electronics,3,392.88,15,1001.8439999999998
893,2024-06-28,East,Grocery,4,837.18,20,2678.976
894,2024-10-23,East,Electronics,4,272.67,15,927.078
895,2024-02-29,West,Electronics,4,944.47,0,3777.88
896,2024-01-30,East,Apparel,1,363.39,5,345.22049999999996
897,2024-08-13,South,Apparel,8,714.51,0,5716.08
898,2024-04-04,South,Home,2,241.02,0,482.04
899,2024-08-26,North,Electronics,2,130.08,15,221.13600000000002
900,2024-06-14,West,Grocery,4,249.14,0,996.56
901,2024-08-04,East,Grocery,3,998.69,0,2996.07
902,2024-09-29,West,Electronics,1,977.06,0,977.06
903,2024-12-21,North,Home,6,79.3,5,452.00999999999993
904,2024-06-16,South,Grocery,8,508.07,0,4064.56
905,2024-06-06,South,Apparel,6,675.72,5,3851.604
906,2024-03-06,West,Apparel,4,165.52,0,662.08
907,2024-10-06,East,Apparel,3,404.46,0,1213.3799999999999
908,2024-07-19,East,Electronics,5,310.91,0,1554.5500000000002
909,2024-03-28,North,Apparel,6,540.93,0,3245.58
910,2024-10-20,North,Home,5,325.19,5,1544.6525
911,2024-08-05,South,Apparel,6,463.3,0,2779.8
912,2024-12-11,North,Electronics,8,330.94,0,2647.52
913,2024-05-14,West,Electronics,3,64.89,10,175.20300000000003
914,2024-08-04,South,Electronics,4,851.86,5,3237.0679999999998
915,2024-04-11,North,Electronics,4,865.74,0,3462.96
916,2024-10-24,South,Apparel,5,967.14,0,4835.7
917,2024-02-13,North,Grocery,7,746.74,0,5227.18
918,2024-04-20,North,Apparel,5,821.6,0,4108.0
919,2024-08-27,West,Home,3,109.63,0,328.89
920,2024-10-05,North,Electronics,5,962.49,0,4812.45
921,2024-01-12,East,Apparel,2,340.54,0,681.08
922,2024-04-29,East,Apparel,4,94.91,0,379.64
923,2024-10-09,North,Electronics,7,611.63,10,3853.269
924,2024-02-18,West,Apparel,3,98.66,0,295.98
925,2024-07-18,West,Apparel,4,231.52,5,879.776
926,2024-08-27,West,Electronics,5,973.0,0,4865.0
927,2024-07-01,West,Home,5,618.95,0,3094.75
928,2024-04-06,East,Grocery,5,794.75,0,3973.75
929,2024-12-22,North,Home,2,63.45,5,120.555
930,2024-12-04,North,Home,1,466.79,0,466.79
931,2024-03-28,South,Home,5,450.92,5,2141.87
932,2024-01-03,East,Grocery,5,795.7,15,3381.725
933,2024-09-21,West,Home,4,274.11,0,1096.44
934,2024-09-23,North,Apparel,4,425.97,0,1703.88
935,2024-09-18,South,Grocery,1,93.09,0,93.09
936,2024-10-21,South,Apparel,3,389.06,0,1167.18
937,2024-04-10,North,Apparel,6,197.11,0,1182.66
938,2024-04-27,East,Home,7,899.83,0,6298.81
939,2024-02-29,West,Apparel,4,915.27,0,3661.08
940,2024-06-13,South,Home,6,986.63,5,5623.790999999999
941,2024-09-18,South,Apparel,3,353.62,0,1060.8600000000001
942,2024-02-08,North,Apparel,5,403.41,5,1916.1975
943,2024-06-12,North,Electronics,5,731.19,0,3655.9500000000003
944,2024-03-29,East,Apparel,3,715.82,0,2147.46
945,2024-07-26,East,Home,4,560.97,0,2243.88
946,2024-12-06,North,Electronics,1,564.14,5,535.933
947,2024-09-22,South,Electronics,3,260.19,5,741.5414999999999
948,2024-05-12,West,Grocery,5,266.79,0,1333.95
949,2024-01-25,North,Grocery,5,478.77,5,2274.1575
950,2024-04-04,North,Apparel,2,85.08,5,161.652
951,2024-12-05,North,Home,3,496.18,0,1488.54
952,2024-03-18,West,Electronics,4,615.39,10,2215.404
953,2024-09-24,West,Apparel,6,481.94,0,2891.64
954,2024-03-22,North,Grocery,3,301.18,0,903.54
955,2024-06-03,West,Apparel,10,729.86,0,7298.6
